"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD38_ENSG00000004468",6.91386015592011,4.59254246826403,3.09448532271799,1.48410542927709,0.137780953100407,1
"FKBP4_ENSG00000004478",6489.12799139565,-0.0120442535832765,0.203076515713559,-0.0593089434342323,0.952706037825807,1
"KDM1A_ENSG00000004487",4292.11203155259,-0.0497373223959985,0.206206221029321,-0.241201851950559,0.809398675619931,1
"RBM6_ENSG00000004534",2182.6415167666,0.16729693264021,0.23415593835516,0.714468032779332,0.47493781648144,1
"CAMKK1_ENSG00000004660",522.905207071293,0.112803208926136,0.369035603234605,0.305670260368954,0.7598557189513,1
"RECQL_ENSG00000004700",1297.28345594968,0.0150790850666082,0.270342276643184,0.0557777542374941,0.955518856895691,1
"VPS50_ENSG00000004766",690.594809712683,0.00768129090851204,0.342396043666097,0.0224339359364876,0.982101810195408,1
"HSPB6_ENSG00000004776",28.9112227864635,-0.381356776647685,1.40113432262409,-0.272177171374596,0.785485794059094,1
"ARHGAP33_ENSG00000004777",487.37051588098,-0.161656224928806,0.397600059632058,-0.406579981598604,0.68431650247007,1
"NDUFAB1_ENSG00000004779",1904.66827219263,-0.116978393896121,0.242460575219963,-0.48246356666438,0.62947667396037,1
"PDK4_ENSG00000004799",79.3335554271344,0.124496619857331,0.882004461800371,0.141151916174217,0.887749930993439,1
"SLC22A16_ENSG00000004809",0.621893910447317,-3.75641174082889,6.81720229643167,-0.551019549881203,0.581620272994034,1
"ZMYND10_ENSG00000004838",51.4619203567187,0.0780733005366046,1.04833826927435,0.0744733859526526,0.940633717279051,1
"ABCB5_ENSG00000004846",1.8567285998108,1.855602013885,4.89918149087738,0.378757557224664,0.704867907576496,1
"ARX_ENSG00000004848",2.08561183896314,0.270681413613282,5.15626164607397,0.0524956707383888,0.958133744830629,1
"SLC25A13_ENSG00000004864",2871.54149028294,-0.0614228573061244,0.234272724255177,-0.262185269332595,0.793178609635478,1
"ST7_ENSG00000004866",587.64181407148,-0.0744705540776492,0.378857053707653,-0.196566365463832,0.844166893518396,1
"CDC27_ENSG00000004897",4886.16416846546,-0.0038166314545459,0.201609558222245,-0.0189308060996723,0.984896304227125,1
"SLC4A1_ENSG00000004939",2.72759800646461,-1.31416932189699,3.86475955699596,-0.34003908975866,0.733827090630005,1
"CALCR_ENSG00000004948",10.4704245062539,0.855666550365083,2.25909891103302,0.378764535800608,0.704862724889957,1
"HCCS_ENSG00000004961",1204.36167053371,0.107776924112378,0.276136040851278,0.390303720514431,0.69631197246745,1
"DVL2_ENSG00000004975",3495.94544030757,0.148386380243766,0.212644454443001,0.697814483958437,0.48529321988414,1
"PRSS22_ENSG00000005001",1.17142985461913,-3.75649810527541,6.81719925131253,-0.551032464622793,0.581611419933389,1
"UPF1_ENSG00000005007",6531.33188146669,0.115419545536096,0.203690609598405,0.566641465522915,0.570957796978049,1
